产品名称(必填),产品类型(必填),产品类别(必填),设备名称(必填),设备地址(必填),设备功能类型(必填),标识符(必填),功能名称(必填),寄存器地址(必填),字节长度(必填),读写类型(必填),值范围（RW信号必填）,信号单位(必填),数据类型(必填),功能码(必填),数据格式(必填),比例系数（非必填）,告警级别（非必填）
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105137,电池内阻9#,3345,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105138,电池内阻10#,3347,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105139,电池内阻11#,3349,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105140,电池内阻12#,3351,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105141,电池内阻13#,3353,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105142,电池内阻14#,3355,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105143,电池内阻15#,3357,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105144,电池内阻16#,3359,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105145,电池内阻17#,3361,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105146,电池内阻18#,3363,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105147,电池内阻19#,3365,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105148,电池内阻20#,3367,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105149,电池内阻21#,3369,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105150,电池内阻22#,3371,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105151,电池内阻23#,3373,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105152,电池内阻24#,3375,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105153,电池内阻25#,3377,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105154,电池内阻26#,3379,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105155,电池内阻27#,3381,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105156,电池内阻28#,3383,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105157,电池内阻29#,3385,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105158,电池内阻30#,3387,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105159,电池内阻31#,3389,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105160,电池内阻32#,3391,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105161,电池内阻33#,3393,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105162,电池内阻34#,3395,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105163,电池内阻35#,3397,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105164,电池内阻36#,3399,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105165,电池内阻37#,3401,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105166,电池内阻38#,3403,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105167,电池内阻39#,3405,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105168,电池内阻40#,3407,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105169,电池内阻41#,3409,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105170,电池内阻42#,3411,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105171,电池内阻43#,3413,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105172,电池内阻44#,3415,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105173,电池内阻45#,3417,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105174,电池内阻46#,3419,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105175,电池内阻47#,3421,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105176,电池内阻48#,3423,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105177,电池内阻49#,3425,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105178,电池内阻50#,3427,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105179,电池内阻51#,3429,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105180,电池内阻52#,3431,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105181,电池内阻53#,3433,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105182,电池内阻54#,3435,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105183,电池内阻55#,3437,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105184,电池内阻56#,3439,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105185,电池内阻57#,3441,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105186,电池内阻58#,3443,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105187,电池内阻59#,3445,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105188,电池内阻60#,3447,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105189,电池内阻61#,3449,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105190,电池内阻62#,3451,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105191,电池内阻63#,3453,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池内阻,D6105192,电池内阻64#,3455,4,只读,0-65535,μΩ,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105193,电池报警状态1# 模块掉线,3457,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105194,电池报警状态1# 电压过高告警,3459,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105195,电池报警状态1# 电压过低告警,3461,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105196,电池报警状态1# 电压不均告警,3463,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105197,电池报警状态1# 极柱温度过高告警,3465,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105198,电池报警状态1# 内阻过大告警,3467,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105199,电池报警状态1# 内阻不均告警,3469,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105200,电池报警状态1# 自检故障告警,3471,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105201,电池报警状态1# 线路故障告警,3473,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105202,电池报警状态2# 模块掉线,3475,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105203,电池报警状态2# 电压过高告警,3477,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105204,电池报警状态2# 电压过低告警,3479,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105205,电池报警状态2# 电压不均告警,3481,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105206,电池报警状态2# 极柱温度过高告警,3483,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105207,电池报警状态2# 内阻过大告警,3485,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105208,电池报警状态2# 内阻不均告警,3487,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105209,电池报警状态2# 自检故障告警,3489,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105210,电池报警状态2# 线路故障告警,3491,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105211,电池报警状态3# 模块掉线,3493,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105212,电池报警状态3# 电压过高告警,3495,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105213,电池报警状态3# 电压过低告警,3497,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105214,电池报警状态3# 电压不均告警,3499,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105215,电池报警状态3# 极柱温度过高告警,3501,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105216,电池报警状态3# 内阻过大告警,3503,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105217,电池报警状态3# 内阻不均告警,3505,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105218,电池报警状态3# 自检故障告警,3507,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105219,电池报警状态3# 线路故障告警,3509,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105220,电池报警状态4# 模块掉线,3511,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105221,电池报警状态4# 电压过高告警,3513,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105222,电池报警状态4# 电压过低告警,3515,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105223,电池报警状态4# 电压不均告警,3517,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105224,电池报警状态4# 极柱温度过高告警,3519,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105225,电池报警状态4# 内阻过大告警,3521,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105226,电池报警状态4# 内阻不均告警,3523,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105227,电池报警状态4# 自检故障告警,3525,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105228,电池报警状态4# 线路故障告警,3527,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105229,电池报警状态5# 模块掉线,3529,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105230,电池报警状态5# 电压过高告警,3531,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105231,电池报警状态5# 电压过低告警,3533,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105232,电池报警状态5# 电压不均告警,3535,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105233,电池报警状态5# 极柱温度过高告警,3537,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105234,电池报警状态5# 内阻过大告警,3539,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105235,电池报警状态5# 内阻不均告警,3541,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105236,电池报警状态5# 自检故障告警,3543,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105237,电池报警状态5# 线路故障告警,3545,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105238,电池报警状态6# 模块掉线,3547,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105239,电池报警状态6# 电压过高告警,3549,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105240,电池报警状态6# 电压过低告警,3551,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105241,电池报警状态6# 电压不均告警,3553,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105242,电池报警状态6# 极柱温度过高告警,3555,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105243,电池报警状态6# 内阻过大告警,3557,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105244,电池报警状态6# 内阻不均告警,3559,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105245,电池报警状态6# 自检故障告警,3561,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105246,电池报警状态6# 线路故障告警,3563,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105247,电池报警状态7# 模块掉线,3565,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105248,电池报警状态7# 电压过高告警,3567,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105249,电池报警状态7# 电压过低告警,3569,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105250,电池报警状态7# 电压不均告警,3571,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105251,电池报警状态7# 极柱温度过高告警,3573,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105252,电池报警状态7# 内阻过大告警,3575,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105253,电池报警状态7# 内阻不均告警,3577,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105254,电池报警状态7# 自检故障告警,3579,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105255,电池报警状态7# 线路故障告警,3581,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105256,电池报警状态8# 模块掉线,3583,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105257,电池报警状态8# 电压过高告警,3585,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105258,电池报警状态8# 电压过低告警,3587,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105259,电池报警状态8# 电压不均告警,3589,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105260,电池报警状态8# 极柱温度过高告警,3591,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105261,电池报警状态8# 内阻过大告警,3593,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105262,电池报警状态8# 内阻不均告警,3595,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105263,电池报警状态8# 自检故障告警,3597,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105264,电池报警状态8# 线路故障告警,3599,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105265,电池报警状态9# 模块掉线,3601,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105266,电池报警状态9# 电压过高告警,3603,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105267,电池报警状态9# 电压过低告警,3605,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105268,电池报警状态9# 电压不均告警,3607,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105269,电池报警状态9# 极柱温度过高告警,3609,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105270,电池报警状态9# 内阻过大告警,3611,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105271,电池报警状态9# 内阻不均告警,3613,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105272,电池报警状态9# 自检故障告警,3615,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105273,电池报警状态9# 线路故障告警,3617,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105274,电池报警状态10# 模块掉线,3619,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105275,电池报警状态10# 电压过高告警,3621,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105276,电池报警状态10# 电压过低告警,3623,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105277,电池报警状态10# 电压不均告警,3625,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105278,电池报警状态10# 极柱温度过高告警,3627,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105279,电池报警状态10# 内阻过大告警,3629,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105280,电池报警状态10# 内阻不均告警,3631,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105281,电池报警状态10# 自检故障告警,3633,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105282,电池报警状态10# 线路故障告警,3635,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105283,电池报警状态11# 模块掉线,3637,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105284,电池报警状态11# 电压过高告警,3639,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105285,电池报警状态11# 电压过低告警,3641,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105286,电池报警状态11# 电压不均告警,3643,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105287,电池报警状态11# 极柱温度过高告警,3645,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105288,电池报警状态11# 内阻过大告警,3647,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105289,电池报警状态11# 内阻不均告警,3649,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105290,电池报警状态11# 自检故障告警,3651,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105291,电池报警状态11# 线路故障告警,3653,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105292,电池报警状态12# 模块掉线,3655,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105293,电池报警状态12# 电压过高告警,3657,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
电池组,弱电动环,智慧场馆,电池组三,D6105,电池报警状态,D6105294,电池报警状态12# 电压过低告警,3659,4,只读,0-65535,null,FLOAT,03,float32_CDAB,1,1
